ensembl_transcript_id,exon_chrom_start,exon_chrom_end,ensembl_exon_id,cds_start,cds_end,phase,end_phase,genomic_coding_start,genomic_coding_end,strand
ENST00000596213,15403475,15404042,ENSE00003175112,NA,NA,-1,-1,NA,NA,-1
ENST00000680649,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000680649,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000680649,15401150,15401603,ENSE00003575529,261,714,2,0,15401150,15401603,-1
ENST00000680649,15400947,15401043,ENSE00003710027,715,811,0,1,15400947,15401043,-1
ENST00000680649,15400794,15400864,ENSE00003707414,812,882,1,0,15400794,15400864,-1
ENST00000680649,15400295,15400358,ENSE00003705303,883,946,0,1,15400295,15400358,-1
ENST00000680649,15399302,15399410,ENSE00003703289,947,1055,1,2,15399302,15399410,-1
ENST00000680649,15397714,15397855,ENSE00003506012,1056,1197,2,0,15397714,15397855,-1
ENST00000680649,15397520,15397625,ENSE00003567904,1198,1303,0,1,15397520,15397625,-1
ENST00000680649,15397150,15397280,ENSE00003668730,1304,1434,1,0,15397150,15397280,-1
ENST00000680649,15380517,15380612,ENSE00003606649,1435,1530,0,0,15380517,15380612,-1
ENST00000680649,15403658,15403715,ENSE00003563914,122,179,1,2,15403658,15403715,-1
ENST00000680649,15403475,15403555,ENSE00003706614,180,260,2,2,15403475,15403555,-1
ENST00000680649,15418911,15419030,ENSE00003914204,1,13,-1,1,15418911,15418923,-1
ENST00000680649,15380066,15380430,ENSE00003910781,1531,1839,0,-1,15380122,15380430,-1
ENST00000595879,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15418911,15418969,ENSE00003915341,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15401150,15403715,ENSE00003224308,NA,NA,-1,-1,NA,NA,-1
ENST00000595879,15380073,15380430,ENSE00003912526,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15380073,15380430,ENSE00003912526,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000680703,15399302,15400358,ENSE00003912674,NA,NA,-1,-1,NA,NA,-1
ENST00000680017,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000680017,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000680017,15403475,15403715,ENSE00003568503,122,362,1,2,15403475,15403715,-1
ENST00000680017,15401150,15401603,ENSE00003575529,363,816,2,0,15401150,15401603,-1
ENST00000680017,15400947,15401043,ENSE00003710027,817,913,0,1,15400947,15401043,-1
ENST00000680017,15400794,15400864,ENSE00003707414,914,984,1,0,15400794,15400864,-1
ENST00000680017,15400295,15400358,ENSE00003705303,985,1048,0,1,15400295,15400358,-1
ENST00000680017,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680017,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680017,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680017,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000680017,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000680017,15418911,15419044,ENSE00003913611,1,13,-1,1,15418911,15418923,-1
ENST00000680017,15380073,15380430,ENSE00003912526,NA,NA,-1,-1,NA,NA,-1
ENST00000680017,15399832,15399984,ENSE00003914154,1049,1188,1,-1,15399845,15399984,-1
ENST00000680363,15418911,15418988,ENSE00003693521,1,13,-1,1,15418911,15418923,-1
ENST00000680363,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000680363,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000680363,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15398630,15398766,ENSE00003036159,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000680363,15401150,15401603,ENSE00003010159,122,162,1,-1,15401563,15401603,-1
ENST00000680363,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15418911,15419026,ENSE00003913756,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15403658,15403715,ENSE00003677628,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15403475,15403555,ENSE00003520821,NA,NA,-1,-1,NA,NA,-1
ENST00000681405,15397714,15400358,ENSE00003912426,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15418911,15419026,ENSE00003913756,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15403658,15403715,ENSE00003677628,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15403475,15403555,ENSE00003520821,NA,NA,-1,-1,NA,NA,-1
ENST00000680957,15397714,15399984,ENSE00003911996,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15418911,15419026,ENSE00003913756,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15403658,15403715,ENSE00003677628,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15403475,15403555,ENSE00003520821,NA,NA,-1,-1,NA,NA,-1
ENST00000680865,15397714,15399410,ENSE00003914583,NA,NA,-1,-1,NA,NA,-1
ENST00000680303,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000680303,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000680303,15403475,15403715,ENSE00003568503,122,362,1,2,15403475,15403715,-1
ENST00000680303,15401150,15401603,ENSE00003575529,363,816,2,0,15401150,15401603,-1
ENST00000680303,15400947,15401043,ENSE00003710027,817,913,0,1,15400947,15401043,-1
ENST00000680303,15400794,15400864,ENSE00003707414,914,984,1,0,15400794,15400864,-1
ENST00000680303,15400295,15400358,ENSE00003705303,985,1048,0,1,15400295,15400358,-1
ENST00000680303,15399302,15399410,ENSE00003703289,1049,1157,1,2,15399302,15399410,-1
ENST00000680303,15397714,15397855,ENSE00003705632,1232,1335,1,-1,15397752,15397855,-1
ENST00000680303,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680303,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680303,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680303,15418911,15419044,ENSE00003913611,1,13,-1,1,15418911,15418923,-1
ENST00000680303,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000680303,15398630,15398703,ENSE00003911063,1158,1231,2,1,15398630,15398703,-1
ENST00000679634,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000679634,15397714,15398766,ENSE00003060923,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000681744,15397714,15399410,ENSE00003914583,NA,NA,-1,-1,NA,NA,-1
ENST00000680803,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000680803,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000680803,15403475,15403715,ENSE00003568503,122,362,1,2,15403475,15403715,-1
ENST00000680803,15401150,15401603,ENSE00003575529,363,816,2,0,15401150,15401603,-1
ENST00000680803,15400947,15401043,ENSE00003710027,817,913,0,1,15400947,15401043,-1
ENST00000680803,15400794,15400864,ENSE00003707414,914,984,1,0,15400794,15400864,-1
ENST00000680803,15400295,15400358,ENSE00003705303,985,1048,0,1,15400295,15400358,-1
ENST00000680803,15399302,15399410,ENSE00003703289,1049,1157,1,2,15399302,15399410,-1
ENST00000680803,15398630,15398766,ENSE00003703829,1158,1294,2,1,15398630,15398766,-1
ENST00000680803,15397714,15397855,ENSE00003705632,1295,1398,1,-1,15397752,15397855,-1
ENST00000680803,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680803,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680803,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680803,15418911,15419044,ENSE00003913611,1,13,-1,1,15418911,15418923,-1
ENST00000680803,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000681459,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000681459,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000681459,15403475,15403715,ENSE00003568503,122,362,1,2,15403475,15403715,-1
ENST00000681459,15401150,15401603,ENSE00003575529,363,816,2,0,15401150,15401603,-1
ENST00000681459,15400947,15401043,ENSE00003710027,817,913,0,1,15400947,15401043,-1
ENST00000681459,15400794,15400864,ENSE00003707414,914,984,1,0,15400794,15400864,-1
ENST00000681459,15400295,15400358,ENSE00003705303,985,1048,0,1,15400295,15400358,-1
ENST00000681459,15399302,15399410,ENSE00003703289,1049,1157,1,2,15399302,15399410,-1
ENST00000681459,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000681459,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000681459,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000681459,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000681459,15418911,15419044,ENSE00003913611,1,13,-1,1,15418911,15418923,-1
ENST00000681459,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000681459,15398630,15398731,ENSE00003005668,1158,1227,2,-1,15398662,15398731,-1
ENST00000680323,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000680323,15397714,15400864,ENSE00003915773,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000680774,15398630,15400358,ENSE00003913912,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15399302,15400358,ENSE00003912674,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000680302,15398630,15398703,ENSE00002977146,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15398630,15398766,ENSE00003036159,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15399302,15400358,ENSE00003912674,NA,NA,-1,-1,NA,NA,-1
ENST00000680103,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000680642,15410520,15410594,ENSE00003607658,14,88,1,1,15410520,15410594,-1
ENST00000680642,15404010,15404042,ENSE00003547549,89,121,1,1,15404010,15404042,-1
ENST00000680642,15403475,15403715,ENSE00003568503,122,362,1,2,15403475,15403715,-1
ENST00000680642,15401150,15401603,ENSE00003575529,363,816,2,0,15401150,15401603,-1
ENST00000680642,15400947,15401043,ENSE00003710027,817,913,0,1,15400947,15401043,-1
ENST00000680642,15400794,15400864,ENSE00003707414,914,984,1,0,15400794,15400864,-1
ENST00000680642,15400295,15400358,ENSE00003705303,985,1048,0,1,15400295,15400358,-1
ENST00000680642,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000680642,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000680642,15380517,15380612,ENSE00003460078,NA,NA,-1,-1,NA,NA,-1
ENST00000680642,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000680642,15398630,15398766,ENSE00003036159,NA,NA,-1,-1,NA,NA,-1
ENST00000680642,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000680642,15418911,15419044,ENSE00003913611,1,13,-1,1,15418911,15418923,-1
ENST00000680642,15399832,15399984,ENSE00003914154,1049,1188,1,-1,15399845,15399984,-1
ENST00000680642,15380086,15380430,ENSE00003910735,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15418911,15419026,ENSE00003913756,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15403658,15403715,ENSE00003677628,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15403475,15403555,ENSE00003520821,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15397714,15399984,ENSE00003911996,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15397150,15397320,ENSE00003911448,NA,NA,-1,-1,NA,NA,-1
ENST00000595087,15380526,15380612,ENSE00003915154,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15397520,15397625,ENSE00003691758,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15397150,15397280,ENSE00003608908,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15400295,15400358,ENSE00003708890,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15399302,15399410,ENSE00003702860,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15398630,15398766,ENSE00003036159,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15397714,15397855,ENSE00003710652,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15418911,15419044,ENSE00003911337,NA,NA,-1,-1,NA,NA,-1
ENST00000600065,15380864,15382049,ENSE00003164674,NA,NA,-1,-1,NA,NA,-1
ENST00000596750,15400295,15400352,ENSE00003085513,NA,NA,-1,-1,NA,NA,-1
ENST00000596750,15398563,15399410,ENSE00003078091,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15401150,15401603,ENSE00003471235,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15400794,15400864,ENSE00003706305,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15403475,15403715,ENSE00003633699,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15418911,15418968,ENSE00003010322,NA,NA,-1,-1,NA,NA,-1
ENST00000594893,15399935,15400358,ENSE00003048302,NA,NA,-1,-1,NA,NA,-1
ENST00000598292,15400947,15401043,ENSE00003708987,NA,NA,-1,-1,NA,NA,-1
ENST00000598292,15401150,15401276,ENSE00003709669,NA,NA,-1,-1,NA,NA,-1
ENST00000598292,15400400,15400864,ENSE00003151035,NA,NA,-1,-1,NA,NA,-1
ENST00000595136,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000595136,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000595136,15403658,15403715,ENSE00003677628,NA,NA,-1,-1,NA,NA,-1
ENST00000595136,15403475,15403555,ENSE00003520821,NA,NA,-1,-1,NA,NA,-1
ENST00000595136,15417635,15417698,ENSE00003031333,NA,NA,-1,-1,NA,NA,-1
ENST00000595136,15401150,15401293,ENSE00003202266,NA,NA,-1,-1,NA,NA,-1
ENST00000595136,15400968,15401043,ENSE00003079255,NA,NA,-1,-1,NA,NA,-1
ENST00000599488,15410520,15410594,ENSE00003704138,NA,NA,-1,-1,NA,NA,-1
ENST00000599488,15404010,15404042,ENSE00003711369,NA,NA,-1,-1,NA,NA,-1
ENST00000599488,15403658,15403715,ENSE00003677628,NA,NA,-1,-1,NA,NA,-1
ENST00000599488,15403475,15403555,ENSE00003520821,NA,NA,-1,-1,NA,NA,-1
ENST00000599488,15417635,15417678,ENSE00003066369,NA,NA,-1,-1,NA,NA,-1
