geneID,transcriptID,geneName,exonID,classification,rownum,chr,start,stop,strand,type,gpc,tpc
ENSG00000115310,ENST00000427710,RTN4,ENSE00001674613,last,1528942,chr2,55027207,55027485,-,exon,protein_coding,protein_coding
ENSG00000065054,ENST00000432365,NHERF2,ENSE00002630385,first,934632,chr16,2026928,2027218,+,exon,protein_coding,protein_coding
ENSG00000065054,ENST00000432365,NHERF2,ENSE00000665163,internal,934627,chr16,2029582,2029782,+,exon,protein_coding,protein_coding
ENSG00000065054,ENST00000432365,NHERF2,ENSE00003459324,internal,934628,chr16,2036324,2036503,+,exon,protein_coding,protein_coding
ENSG00000065054,ENST00000432365,NHERF2,ENSE00003556781,internal,934629,chr16,2036728,2036881,+,exon,protein_coding,protein_coding
ENSG00000065054,ENST00000432365,NHERF2,ENSE00003588346,internal,934630,chr16,2036955,2036998,+,exon,protein_coding,protein_coding
ENSG00000065054,ENST00000432365,NHERF2,ENSE00003560936,internal,934631,chr16,2037538,2037600,+,exon,protein_coding,protein_coding
ENSG00000065054,ENST00000432365,NHERF2,ENSE00001626489,last,934633,chr16,2037859,2038489,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000433445,CFLAR,ENSE00001700691,first,1313737,chr2,201117039,201117142,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000433445,CFLAR,ENSE00001774293,last,1313738,chr2,201129729,201130059,+,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000438462,RTN4,ENSE00001625367,first,1528937,chr2,55049558,55049640,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000438462,RTN4,ENSE00001330486,internal,1528933,chr2,54987491,54987698,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000438462,RTN4,ENSE00003671987,internal,1528934,chr2,54982515,54982653,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000438462,RTN4,ENSE00000809957,internal,1528935,chr2,54974695,54974764,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000438462,RTN4,ENSE00000809956,internal,1528936,chr2,54973821,54973867,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000438462,RTN4,ENSE00001769621,last,1528938,chr2,54973513,54973621,-,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000439154,CFLAR,ENSE00001733216,first,1313755,chr2,201118664,201118901,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00002684918,internal,1313753,chr2,201129729,201130146,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00003790546,internal,1313754,chr2,201133029,201133134,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00003682105,internal,1313751,chr2,201135972,201136107,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00003055759,internal,1313752,chr2,201140357,201140439,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00002469617,internal,1313756,chr2,201142645,201142762,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00003669731,internal,1313757,chr2,201145378,201145432,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00003536386,internal,1313758,chr2,201149003,201149052,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00003628245,internal,1313759,chr2,201149754,201149835,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000439154,CFLAR,ENSE00001718131,last,1313760,chr2,201160432,201160455,+,exon,protein_coding,nonsense_mediated_decay
ENSG00000003402,ENST00000440180,CFLAR,ENSE00001719578,first,1313769,chr2,201129503,201130146,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000440180,CFLAR,ENSE00003790546,internal,1313768,chr2,201133029,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000440180,CFLAR,ENSE00003682105,internal,1313766,chr2,201135972,201136107,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000440180,CFLAR,ENSE00003055759,internal,1313767,chr2,201140357,201140439,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000440180,CFLAR,ENSE00001620815,last,1313770,chr2,201141374,201141602,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000441224,CFLAR,ENSE00001802556,first,1313736,chr2,201116837,201116967,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000441224,CFLAR,ENSE00002684918,internal,1313734,chr2,201129729,201130146,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000441224,CFLAR,ENSE00003790546,last,1313735,chr2,201133029,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00001604629,first,1313687,chr2,201116154,201116481,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00003691588,internal,1313688,chr2,201133029,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00003682105,internal,1313689,chr2,201135972,201136107,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00003055759,internal,1313690,chr2,201140357,201140439,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00003640229,internal,1313691,chr2,201145378,201145432,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00003651940,internal,1313692,chr2,201149003,201149052,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00003784075,internal,1313693,chr2,201149754,201149835,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00003513466,internal,1313694,chr2,201160432,201160942,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000443227,CFLAR,ENSE00001623689,last,1313695,chr2,201163835,201164162,+,exon,protein_coding,protein_coding
ENSG00000007080,ENST00000445755,CCDC124,ENSE00001765913,first,817220,chr19,17933015,17933048,+,exon,protein_coding,protein_coding
ENSG00000007080,ENST00000445755,CCDC124,ENSE00001658662,internal,817221,chr19,17936410,17936579,+,exon,protein_coding,protein_coding
ENSG00000007080,ENST00000445755,CCDC124,ENSE00001056262,internal,817222,chr19,17942656,17942845,+,exon,protein_coding,protein_coding
ENSG00000007080,ENST00000445755,CCDC124,ENSE00000689900,internal,817223,chr19,17943261,17943375,+,exon,protein_coding,protein_coding
ENSG00000007080,ENST00000445755,CCDC124,ENSE00003035563,last,817224,chr19,17943508,17943985,+,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00003719624,first,1537186,chr1,41159725,41159871,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00003693990,internal,1537179,chr1,41142878,41143112,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00000768714,internal,1537180,chr1,41075219,41075451,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00000768679,internal,1537181,chr1,41070595,41070721,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00003561389,internal,1537182,chr1,41048690,41048890,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00003619263,internal,1537183,chr1,41046407,41046598,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00003469342,internal,1537184,chr1,41037362,41037541,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00003515629,internal,1537185,chr1,41028584,41028726,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000456518,SCMH1,ENSE00003749246,last,1537187,chr1,41028192,41028319,-,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00001695187,first,1313782,chr2,201129866,201130146,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00003790546,internal,1313781,chr2,201133029,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00003682105,internal,1313775,chr2,201135972,201136107,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00003055759,internal,1313776,chr2,201140357,201140439,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00003640229,internal,1313777,chr2,201145378,201145432,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00003651940,internal,1313778,chr2,201149003,201149052,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00003784075,internal,1313779,chr2,201149754,201149835,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00003513466,internal,1313780,chr2,201160432,201160942,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000457277,CFLAR,ENSE00001630714,last,1313783,chr2,201162996,201163559,+,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000460215,SCMH1,ENSE00001874040,first,1537188,chr1,41045713,41045836,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000460215,SCMH1,ENSE00003683124,internal,1537189,chr1,41037362,41037541,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000460215,SCMH1,ENSE00003561148,last,1537190,chr1,41028584,41028726,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000003402,ENST00000460961,CFLAR,ENSE00001844132,first,1313810,chr2,201133030,201133134,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000460961,CFLAR,ENSE00001880896,last,1313811,chr2,201135972,201136414,+,exon,protein_coding,retained_intron
ENSG00000115310,ENST00000461004,RTN4,ENSE00001898893,first,1528944,chr2,55112520,55112567,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000115310,ENST00000461004,RTN4,ENSE00001796977,internal,1528943,chr2,55080489,55080639,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000115310,ENST00000461004,RTN4,ENSE00001920678,internal,1528945,chr2,55060606,55060753,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000115310,ENST00000461004,RTN4,ENSE00001942872,last,1528946,chr2,55056483,55056557,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000003402,ENST00000461422,CFLAR,ENSE00001900457,first,1313786,chr2,201129977,201130146,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000461422,CFLAR,ENSE00003617456,internal,1313784,chr2,201133029,201133134,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000461422,CFLAR,ENSE00003648891,internal,1313785,chr2,201135972,201136107,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000461422,CFLAR,ENSE00001876041,last,1313787,chr2,201140357,201140661,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000461820,CFLAR,ENSE00001896097,first,1313771,chr2,201129643,201130146,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000461820,CFLAR,ENSE00003617456,internal,1313772,chr2,201133029,201133134,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000461820,CFLAR,ENSE00003648891,internal,1313773,chr2,201135972,201136107,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000461820,CFLAR,ENSE00001837423,last,1313774,chr2,201136198,201136281,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000462763,CFLAR,ENSE00001913158,first,1313801,chr2,201132953,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000462763,CFLAR,ENSE00003682105,internal,1313796,chr2,201135972,201136107,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000462763,CFLAR,ENSE00003055759,internal,1313797,chr2,201140357,201140439,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000462763,CFLAR,ENSE00003640229,internal,1313798,chr2,201145378,201145432,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000462763,CFLAR,ENSE00003651940,internal,1313799,chr2,201149003,201149052,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000462763,CFLAR,ENSE00003784075,last,1313800,chr2,201149754,201149835,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000470178,CFLAR,ENSE00001945284,first,1313794,chr2,201132872,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000470178,CFLAR,ENSE00003682105,internal,1313792,chr2,201135972,201136107,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000470178,CFLAR,ENSE00003055759,internal,1313793,chr2,201140357,201140439,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000470178,CFLAR,ENSE00002225107,last,1313795,chr2,201141374,201141407,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000470664,CFLAR,ENSE00001928083,first,1313818,chr2,201148951,201149052,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000470664,CFLAR,ENSE00001825393,last,1313819,chr2,201149754,201150355,+,exon,protein_coding,retained_intron
ENSG00000010803,ENST00000472037,SCMH1,ENSE00001929201,first,1537163,chr1,41037362,41037452,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000472037,SCMH1,ENSE00003690326,internal,1537161,chr1,41033983,41034048,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000472037,SCMH1,ENSE00003515629,internal,1537162,chr1,41028584,41028726,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000472037,SCMH1,ENSE00001890171,internal,1537164,chr1,41028157,41028319,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000472037,SCMH1,ENSE00001885547,last,1537165,chr1,41027204,41027475,-,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000474842,CFLAR,ENSE00001811197,first,1313814,chr2,201140186,201140439,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000474842,CFLAR,ENSE00003492160,internal,1313815,chr2,201145378,201145432,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000474842,CFLAR,ENSE00003536386,internal,1313812,chr2,201149003,201149052,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000474842,CFLAR,ENSE00003628245,internal,1313813,chr2,201149754,201149835,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000474842,CFLAR,ENSE00003575712,internal,1313816,chr2,201160432,201160942,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000474842,CFLAR,ENSE00001822265,last,1313817,chr2,201163835,201163973,+,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000479953,CFLAR,ENSE00001861842,first,1313808,chr2,201132984,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000479953,CFLAR,ENSE00003682105,internal,1313802,chr2,201135972,201136107,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000479953,CFLAR,ENSE00003055759,internal,1313803,chr2,201140357,201140439,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000479953,CFLAR,ENSE00003640229,internal,1313804,chr2,201145378,201145432,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000479953,CFLAR,ENSE00003651940,internal,1313805,chr2,201149003,201149052,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000479953,CFLAR,ENSE00003784075,internal,1313806,chr2,201149754,201149835,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000479953,CFLAR,ENSE00003513466,internal,1313807,chr2,201160432,201160942,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000479953,CFLAR,ENSE00003207830,last,1313809,chr2,201162996,201163157,+,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000482530,SCMH1,ENSE00001849147,first,1537212,chr1,41070595,41070631,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000482530,SCMH1,ENSE00003475718,internal,1537213,chr1,41048690,41048890,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000482530,SCMH1,ENSE00003654984,internal,1537214,chr1,41046407,41046598,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000482530,SCMH1,ENSE00001909771,last,1537215,chr1,41041422,41041565,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000115310,ENST00000485749,RTN4,ENSE00001866266,first,1528930,chr2,54973821,54974191,-,exon,protein_coding,retained_intron
ENSG00000115310,ENST00000485749,RTN4,ENSE00003635659,internal,1528931,chr2,54973563,54973621,-,exon,protein_coding,retained_intron
ENSG00000115310,ENST00000485749,RTN4,ENSE00001916914,last,1528932,chr2,54972797,54973198,-,exon,protein_coding,retained_intron
ENSG00000115310,ENST00000486085,RTN4,ENSE00001905084,first,1528926,chr2,54987491,54987633,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000486085,RTN4,ENSE00003671987,internal,1528924,chr2,54982515,54982653,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000486085,RTN4,ENSE00003581476,internal,1528925,chr2,54973563,54973621,-,exon,protein_coding,protein_coding
ENSG00000115310,ENST00000486085,RTN4,ENSE00001381604,last,1528927,chr2,54972585,54973198,-,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000488592,SCMH1,ENSE00001913990,first,1537216,chr1,41242059,41242154,-,exon,protein_coding,retained_intron
ENSG00000010803,ENST00000488592,SCMH1,ENSE00001864783,last,1537217,chr1,41185984,41186250,-,exon,protein_coding,retained_intron
ENSG00000010803,ENST00000489421,SCMH1,ENSE00001880419,first,1537209,chr1,41048690,41048760,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000489421,SCMH1,ENSE00001828218,internal,1537210,chr1,41046418,41046598,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000489421,SCMH1,ENSE00001880181,internal,1537211,chr1,41041311,41041565,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000489421,SCMH1,ENSE00003683124,last,1537208,chr1,41037362,41037541,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000003402,ENST00000490965,CFLAR,ENSE00001886173,first,1313749,chr2,201118523,201118901,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000003402,ENST00000490965,CFLAR,ENSE00001840576,last,1313750,chr2,201119028,201119177,+,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000115310,ENST00000491592,RTN4,ENSE00001907039,first,1528928,chr2,54973563,54974019,-,exon,protein_coding,retained_intron
ENSG00000115310,ENST00000491592,RTN4,ENSE00001955500,last,1528929,chr2,54972796,54973198,-,exon,protein_coding,retained_intron
ENSG00000003402,ENST00000494258,CFLAR,ENSE00001840278,first,1313790,chr2,201132779,201132850,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000494258,CFLAR,ENSE00003691588,internal,1313788,chr2,201133029,201133134,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000494258,CFLAR,ENSE00003682105,internal,1313789,chr2,201135972,201136107,+,exon,protein_coding,protein_coding
ENSG00000003402,ENST00000494258,CFLAR,ENSE00001924305,last,1313791,chr2,201140357,201140735,+,exon,protein_coding,protein_coding
ENSG00000010803,ENST00000498793,SCMH1,ENSE00001818165,first,1537192,chr1,41046418,41046669,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000498793,SCMH1,ENSE00003683124,internal,1537191,chr1,41037362,41037541,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000498793,SCMH1,ENSE00003658248,internal,1537193,chr1,41033983,41034048,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010803,ENST00000498793,SCMH1,ENSE00001811564,last,1537194,chr1,41028642,41028726,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010361,ENST00000525130,FUZ,ENSE00002188952,first,458733,chr19,49812996,49813190,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003529157,internal,458732,chr19,49812615,49812736,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003551160,internal,458734,chr19,49811631,49811699,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003574557,internal,458735,chr19,49811363,49811467,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003552756,internal,458736,chr19,49809378,49809575,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003627713,internal,458737,chr19,49809163,49809258,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003469612,internal,458738,chr19,49808717,49808823,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003510620,internal,458739,chr19,49808574,49808638,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00003488105,internal,458740,chr19,49808414,49808488,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525130,FUZ,ENSE00002198714,last,458741,chr19,49806869,49807374,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00002196896,first,458774,chr19,49812996,49813156,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003529157,internal,458767,chr19,49812615,49812736,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003551160,internal,458768,chr19,49811631,49811699,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003574557,internal,458769,chr19,49811363,49811467,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003552756,internal,458770,chr19,49809378,49809575,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003627713,internal,458771,chr19,49809163,49809258,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003469612,internal,458772,chr19,49808717,49808823,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003510620,internal,458773,chr19,49808574,49808638,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00003586350,internal,458775,chr19,49808414,49808491,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525370,FUZ,ENSE00002163549,last,458776,chr19,49806893,49807374,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525800,FUZ,ENSE00002192302,first,458828,chr19,49813133,49813235,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525800,FUZ,ENSE00003516512,internal,458829,chr19,49812447,49812736,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525800,FUZ,ENSE00003486132,internal,458827,chr19,49812251,49812335,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525800,FUZ,ENSE00003639001,internal,458826,chr19,49811631,49811699,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000525800,FUZ,ENSE00002185216,last,458830,chr19,49811431,49811467,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000526435,FUZ,ENSE00003122109,first,458834,chr19,49812996,49813284,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000526435,FUZ,ENSE00002172661,internal,458835,chr19,49812447,49812685,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000526435,FUZ,ENSE00002196578,last,458836,chr19,49812280,49812335,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000526575,FUZ,ENSE00002147326,first,458824,chr19,49812996,49813178,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000526575,FUZ,ENSE00003529157,internal,458822,chr19,49812615,49812736,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000526575,FUZ,ENSE00003551160,internal,458823,chr19,49811631,49811699,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000526575,FUZ,ENSE00002187083,last,458825,chr19,49811384,49811491,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000527111,FUZ,ENSE00002157972,first,458832,chr19,49812996,49813299,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000527111,FUZ,ENSE00003476955,internal,458833,chr19,49812447,49812736,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000527111,FUZ,ENSE00003486132,last,458831,chr19,49812251,49812335,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000527585,FUZ,ENSE00002151385,first,458810,chr19,49812996,49813286,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000527585,FUZ,ENSE00003547908,internal,458808,chr19,49812251,49812335,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000527585,FUZ,ENSE00003639001,internal,458809,chr19,49811631,49811699,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000527585,FUZ,ENSE00003574557,last,458807,chr19,49811363,49811467,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000527973,FUZ,ENSE00002170727,first,458794,chr19,49809714,49809865,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010361,ENST00000527973,FUZ,ENSE00003552756,internal,458791,chr19,49809378,49809575,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010361,ENST00000527973,FUZ,ENSE00003627713,internal,458792,chr19,49809163,49809258,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010361,ENST00000527973,FUZ,ENSE00003469612,internal,458793,chr19,49808717,49808823,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010361,ENST00000527973,FUZ,ENSE00002186922,last,458795,chr19,49808619,49808638,-,exon,protein_coding,protein_coding_CDS_not_defined
ENSG00000010361,ENST00000528043,FUZ,ENSE00002147156,first,458798,chr19,49813133,49813249,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000528043,FUZ,ENSE00003573525,internal,458799,chr19,49812615,49812736,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000528043,FUZ,ENSE00003510926,internal,458796,chr19,49812251,49812335,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000528043,FUZ,ENSE00003661417,internal,458797,chr19,49811631,49811699,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000528043,FUZ,ENSE00002180876,internal,458800,chr19,49811363,49811491,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000528043,FUZ,ENSE00002199350,last,458801,chr19,49809395,49809575,-,exon,protein_coding,nonsense_mediated_decay
ENSG00000010361,ENST00000528094,FUZ,ENSE00002145695,first,458753,chr19,49812996,49813175,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000528094,FUZ,ENSE00003603035,internal,458754,chr19,49812638,49812736,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000528094,FUZ,ENSE00003661417,internal,458746,chr19,49811631,49811699,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000528094,FUZ,ENSE00003532065,internal,458747,chr19,49811363,49811467,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000528094,FUZ,ENSE00003551816,internal,458748,chr19,49809378,49809575,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000528094,FUZ,ENSE00003636849,internal,458749,chr19,49809163,49809258,-,exon,protein_coding,protein_coding
ENSG00000010361,ENST00000528094,FUZ,ENSE00003587933,internal,458750,chr19,49808717,49808823,-,exon,protein_coding,protein_coding
