chromosome_name,exon_chrom_start,exon_chrom_end,strand,ensembl_gene_id,ensembl_transcript_id,gene_biotype,transcript_biotype,external_gene_name,rank,ensembl_exon_id
19,15400947,15401043,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,6,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,7,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,8,ENSE00003705303
19,15399302,15399410,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,9,ENSE00003703289
19,15397714,15397855,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,10,ENSE00003506012
19,15397520,15397625,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,11,ENSE00003567904
19,15397150,15397280,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,12,ENSE00003668730
19,15380517,15380612,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,13,ENSE00003606649
19,15380050,15380430,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,14,ENSE00003487431
19,15403658,15403715,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,4,ENSE00003563914
19,15418911,15419026,-1,ENSG00000011243,ENST00000595465,protein_coding,protein_coding,AKAP8L,1,ENSE00003133905
19,15410520,15410594,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,3,ENSE00003547549
19,15403475,15403715,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,4,ENSE00003568503
19,15401150,15401603,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,5,ENSE00003575529
19,15400947,15401043,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,6,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,7,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,8,ENSE00003705303
19,15399302,15399410,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,9,ENSE00003703289
19,15397714,15397855,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,10,ENSE00003506012
19,15397520,15397625,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,11,ENSE00003567904
19,15418911,15419044,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,1,ENSE00003913611
19,15397150,15397203,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,12,ENSE00003914653
19,15380517,15380612,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,13,ENSE00003916011
19,15380050,15380430,-1,ENSG00000011243,ENST00000679638,protein_coding,protein_coding,AKAP8L,14,ENSE00003911035
19,15410520,15410594,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15397520,15397625,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,15,ENSE00003460078
19,15380050,15380430,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,16,ENSE00003704999
19,15403475,15403555,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003542049
19,15401150,15401603,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003708890
19,15399302,15399410,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003702860
19,15398630,15398766,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003036159
19,15397714,15397855,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003710652
19,15418911,15419121,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003090788
19,15403653,15403715,-1,ENSG00000011243,ENST00000594594,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003110791
19,15397520,15397625,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,11,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,12,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,13,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,8,ENSE00003708890
19,15397714,15397855,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,10,ENSE00003710652
19,15418911,15418988,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,1,ENSE00003638463
19,15410520,15410594,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15398630,15399410,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,9,ENSE00003188662
19,15380051,15380430,-1,ENSG00000011243,ENST00000593845,protein_coding,retained_intron,AKAP8L,14,ENSE00003669644
19,15410520,15410594,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15397520,15397625,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003460078
19,15403475,15403555,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003542049
19,15401150,15401603,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003708890
19,15399302,15399410,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003702860
19,15397714,15397855,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003710652
19,15403653,15403715,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003110791
19,15418911,15418969,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003914472
19,15380066,15380430,-1,ENSG00000011243,ENST00000681170,protein_coding,nonsense_mediated_decay,AKAP8L,15,ENSE00003915506
19,15397520,15397625,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,10,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,11,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,12,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,4,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,5,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,6,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,7,ENSE00003708890
19,15399302,15399410,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,8,ENSE00003702860
19,15397714,15397855,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,9,ENSE00003710652
19,15410520,15410594,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15380066,15380430,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,13,ENSE00003915506
19,15418911,15419022,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,1,ENSE00001334625
19,15403475,15404042,-1,ENSG00000011243,ENST00000596213,protein_coding,retained_intron,AKAP8L,3,ENSE00003175112
19,15410520,15410594,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,3,ENSE00003547549
19,15401150,15401603,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,6,ENSE00003575529
19,15400947,15401043,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,7,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,8,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,9,ENSE00003705303
19,15399302,15399410,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,10,ENSE00003703289
19,15397714,15397855,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,11,ENSE00003506012
19,15397520,15397625,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,12,ENSE00003567904
19,15397150,15397280,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,13,ENSE00003668730
19,15380517,15380612,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,14,ENSE00003606649
19,15403658,15403715,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,4,ENSE00003563914
19,15403475,15403555,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,5,ENSE00003706614
19,15418911,15419030,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,1,ENSE00003914204
19,15380066,15380430,-1,ENSG00000011243,ENST00000680649,protein_coding,protein_coding,AKAP8L,15,ENSE00003910781
19,15397520,15397625,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,10,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,11,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,12,ENSE00003460078
19,15400947,15401043,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,5,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,6,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,7,ENSE00003708890
19,15399302,15399410,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,8,ENSE00003702860
19,15397714,15397855,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,9,ENSE00003710652
19,15410520,15410594,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15418911,15418969,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,1,ENSE00003915341
19,15401150,15403715,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,4,ENSE00003224308
19,15380073,15380430,-1,ENSG00000011243,ENST00000595879,protein_coding,retained_intron,AKAP8L,13,ENSE00003912526
19,15397520,15397625,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,10,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,11,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,12,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15397714,15397855,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,9,ENSE00003710652
19,15410520,15410594,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15380073,15380430,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,13,ENSE00003912526
19,15418911,15419044,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,1,ENSE00003911337
19,15399302,15400358,-1,ENSG00000011243,ENST00000680703,protein_coding,retained_intron,AKAP8L,8,ENSE00003912674
19,15410520,15410594,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15403475,15403715,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003568503
19,15401150,15401603,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003575529
19,15400947,15401043,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003705303
19,15397520,15397625,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003460078
19,15399302,15399410,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003702860
19,15397714,15397855,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003710652
19,15418911,15419044,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003913611
19,15380073,15380430,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,15,ENSE00003912526
19,15399832,15399984,-1,ENSG00000011243,ENST00000680017,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003914154
19,15418911,15418988,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003693521
19,15410520,15410594,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15397520,15397625,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003460078
19,15400947,15401043,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003708890
19,15399302,15399410,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003702860
19,15398630,15398766,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003036159
19,15397714,15397855,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003710652
19,15401150,15401603,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003010159
19,15380086,15380430,-1,ENSG00000011243,ENST00000680363,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003910735
19,15397520,15397625,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,10,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,11,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,12,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,6,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,7,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,8,ENSE00003706305
19,15410520,15410594,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15380086,15380430,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,13,ENSE00003910735
19,15418911,15419026,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,1,ENSE00003913756
19,15403658,15403715,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,4,ENSE00003677628
19,15403475,15403555,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,5,ENSE00003520821
19,15397714,15400358,-1,ENSG00000011243,ENST00000681405,protein_coding,retained_intron,AKAP8L,9,ENSE00003912426
19,15397520,15397625,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,11,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,12,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,13,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,6,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,7,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,8,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,9,ENSE00003708890
19,15410520,15410594,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15380086,15380430,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,14,ENSE00003910735
19,15418911,15419026,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,1,ENSE00003913756
19,15403658,15403715,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,4,ENSE00003677628
19,15403475,15403555,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,5,ENSE00003520821
19,15397714,15399984,-1,ENSG00000011243,ENST00000680957,protein_coding,retained_intron,AKAP8L,10,ENSE00003911996
19,15397520,15397625,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,11,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,12,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,13,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,6,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,7,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,8,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,9,ENSE00003708890
19,15410520,15410594,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15380086,15380430,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,14,ENSE00003910735
19,15418911,15419026,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,1,ENSE00003913756
19,15403658,15403715,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,4,ENSE00003677628
19,15403475,15403555,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,5,ENSE00003520821
19,15397714,15399410,-1,ENSG00000011243,ENST00000680865,protein_coding,retained_intron,AKAP8L,10,ENSE00003914583
19,15410520,15410594,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,2,ENSE00003607658
19,15404010,15404042,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,3,ENSE00003547549
19,15403475,15403715,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,4,ENSE00003568503
19,15401150,15401603,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,5,ENSE00003575529
19,15400947,15401043,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,6,ENSE00003710027
19,15400794,15400864,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,7,ENSE00003707414
19,15400295,15400358,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,8,ENSE00003705303
19,15399302,15399410,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,9,ENSE00003703289
19,15397714,15397855,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,11,ENSE00003705632
19,15397520,15397625,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,12,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,13,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,14,ENSE00003460078
19,15418911,15419044,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,1,ENSE00003913611
19,15380086,15380430,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,15,ENSE00003910735
19,15398630,15398703,-1,ENSG00000011243,ENST00000680303,protein_coding,nonsense_mediated_decay,AKAP8L,10,ENSE00003911063
19,15397520,15397625,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,11,ENSE00003691758
19,15397150,15397280,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,12,ENSE00003608908
19,15380517,15380612,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,13,ENSE00003460078
19,15401150,15401603,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,5,ENSE00003471235
19,15400947,15401043,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,6,ENSE00003708987
19,15400794,15400864,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,7,ENSE00003706305
19,15400295,15400358,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,8,ENSE00003708890
19,15399302,15399410,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,9,ENSE00003702860
19,15410520,15410594,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,2,ENSE00003704138
19,15404010,15404042,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,3,ENSE00003711369
19,15403475,15403715,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,4,ENSE00003633699
19,15418911,15419044,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,1,ENSE00003911337
19,15380086,15380430,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,14,ENSE00003910735
19,15397714,15398766,-1,ENSG00000011243,ENST00000679634,protein_coding,retained_intron,AKAP8L,10,ENSE00003060923
19,15397520,15397625,-1,ENSG00000011243,ENST00000681744,protein_coding,retained_intron,AKAP8L,10,ENSE00003691758
